,a_lane1_input,a_lane2_input,a_lane1_output,a_lane2_output,a_lane3_output,a_lane4_output,abd_lane_input_sum,a_jun_output_sum,b_lane1_input,b_lane2_input,b_lane1_output,b_lane2_output,b_lane3_output,b_lane4_output,bac_lane_input_sum,b_jun_output_sum,c_lane1_input,c_lane2_input,c_lane1_output,c_lane2_output,c_lane3_output,c_lane4_output,cbd_lane_input_sum,c_jun_output_sum,d_lane1_input,d_lane2_input,d_lane3_input,d_lane1_output,d_lane2_output,d_lane3_output,d_lane4_output,d_lane5_output,dac_lane_input_sum,d_jun_output_sum
8438,17,12,9,11,12,8,54,40,19,9,17,17,16,15,55,65,10,18,12,16,6,6,53,40,6,5,12,9,6,16,13,18,50,62
8439,7,18,5,17,10,7,56,39,16,19,11,8,13,8,47,40,5,13,10,18,18,6,49,52,15,14,19,6,13,15,18,11,60,63
8440,17,5,18,9,16,9,46,52,13,6,11,17,6,6,46,40,10,6,8,5,10,6,40,29,11,6,10,18,14,5,13,18,54,68
8441,14,13,10,18,6,14,47,48,10,13,17,17,6,9,47,49,10,7,13,5,7,8,37,33,10,10,16,14,12,10,12,16,60,64
8442,8,12,8,8,16,10,42,42,8,8,5,18,11,16,43,50,19,7,11,16,19,13,48,59,14,11,14,15,7,7,7,11,66,47
8443,19,15,5,8,8,5,62,26,10,6,8,11,8,12,45,39,10,6,13,16,12,11,44,52,18,19,12,6,13,10,6,8,78,43
8444,14,13,6,13,14,16,62,49,17,8,7,14,9,14,45,44,6,17,14,12,14,7,58,47,18,12,19,14,6,16,17,7,69,60
8445,12,6,10,9,17,12,50,48,15,16,19,10,6,8,51,43,8,5,12,10,12,13,45,47,17,14,11,10,5,16,16,19,62,66
8446,12,9,12,16,10,10,52,48,12,18,7,16,14,16,47,53,5,5,7,12,14,18,41,51,19,9,8,13,8,16,17,13,53,67
8447,17,13,12,17,9,10,59,48,15,5,10,9,17,13,48,49,11,19,9,13,6,12,59,40,14,17,16,7,13,7,12,6,75,45
8448,7,14,13,10,17,19,51,59,15,9,13,10,19,16,46,58,15,17,16,9,5,9,62,39,15,5,7,7,7,15,16,18,49,63
8449,12,11,19,15,15,16,61,65,19,14,10,13,13,14,55,50,10,13,14,14,10,11,61,49,19,19,12,8,10,12,6,9,72,45
8450,12,19,17,19,16,14,51,66,13,19,10,13,6,11,60,40,16,18,12,9,12,8,54,41,7,14,16,15,9,6,12,17,65,59
8451,11,7,17,14,8,12,44,51,19,12,8,6,13,7,49,34,7,19,13,13,14,5,52,45,7,17,16,6,19,13,5,14,58,57
8452,19,8,5,18,15,6,47,44,13,13,12,15,15,15,60,57,15,11,8,13,11,17,46,49,7,5,10,17,10,14,10,10,56,61
8453,6,18,19,13,14,7,47,53,5,8,11,17,18,7,32,53,13,17,9,6,5,18,53,38,18,12,11,6,11,11,15,15,60,58
8454,7,17,18,6,11,14,48,49,17,9,15,7,12,14,48,48,15,5,18,19,18,13,44,68,7,16,10,9,17,17,9,6,55,58
8455,19,19,12,9,16,9,59,46,13,7,5,10,17,18,50,50,11,13,6,13,8,9,45,36,8,10,10,10,17,7,8,5,58,47
8456,13,8,14,5,18,12,44,49,16,5,6,12,7,11,53,36,19,10,18,12,5,17,52,52,7,11,9,6,14,8,6,12,59,46
8457,16,16,5,18,16,10,63,49,12,11,8,18,6,9,56,41,17,8,15,14,14,15,56,58,19,18,6,16,10,14,9,10,76,59
8458,15,14,14,19,9,5,41,47,5,17,16,15,18,6,56,55,19,11,8,14,13,14,42,49,7,13,9,17,9,12,5,6,63,49
8459,10,9,18,9,8,6,47,41,17,13,5,19,16,10,49,50,9,11,13,7,14,12,48,46,11,8,10,18,11,10,15,19,48,73
8460,17,7,17,15,12,15,46,59,13,10,9,14,11,11,55,45,15,13,10,6,18,11,50,45,9,18,5,15,18,9,19,15,64,76
8461,8,9,17,17,9,16,39,59,14,9,14,14,14,19,45,61,14,5,9,19,12,10,41,50,8,19,16,15,19,8,9,11,65,62
8462,18,5,17,6,17,16,59,56,17,16,15,10,11,13,59,49,8,18,9,10,8,9,62,36,19,17,6,17,13,9,9,10,68,58
8463,8,14,16,6,19,8,50,49,13,7,9,11,17,10,33,47,5,15,16,10,12,16,48,54,15,19,10,10,16,5,7,6,57,44
8464,19,14,17,10,17,18,46,62,8,15,8,12,19,15,52,54,10,13,14,8,13,17,36,52,5,5,12,17,8,8,15,13,51,61
8465,16,12,8,18,13,6,54,45,9,7,9,9,13,9,50,40,18,12,8,19,17,18,56,62,17,18,12,19,14,5,14,9,81,61
8466,19,17,17,13,9,16,62,55,14,11,13,9,17,6,56,45,12,7,13,16,12,16,45,57,12,6,5,8,5,16,6,9,54,44
8467,10,13,6,19,14,13,46,52,11,16,6,6,7,19,44,38,7,10,19,19,16,19,40,73,12,14,10,11,8,10,7,9,53,45
8468,9,16,13,12,8,17,40,50,6,18,5,13,6,13,38,37,5,17,6,19,14,15,37,54,9,5,9,13,12,9,16,12,37,62
8469,7,6,11,18,11,18,39,58,13,15,12,12,5,12,54,41,19,15,13,11,12,6,60,42,13,13,6,15,7,11,16,10,58,59
8470,5,11,16,18,10,14,36,58,14,14,8,7,15,12,47,42,14,19,11,18,8,17,53,54,6,14,10,7,13,13,14,13,49,60
8471,18,15,16,16,15,13,49,60,11,19,11,5,9,14,62,39,14,11,12,9,13,15,41,49,5,6,5,18,18,15,5,8,48,64
8472,5,19,11,7,16,6,48,40,7,15,19,18,13,12,41,62,14,13,16,12,14,7,51,49,17,18,7,10,11,17,8,9,61,55
8473,13,16,17,15,13,7,58,52,14,8,11,5,5,9,48,30,13,16,17,10,8,5,58,40,15,8,13,19,18,15,16,11,62,79
8474,12,8,19,8,8,13,43,48,7,14,19,13,13,14,47,59,14,5,12,12,15,19,42,58,16,11,18,8,10,13,15,10,71,56
8475,9,14,16,12,14,19,40,61,7,12,9,7,13,9,33,38,5,12,11,19,11,18,34,59,10,17,11,16,6,18,9,9,52,58
8476,13,17,19,17,16,10,57,62,16,5,11,13,8,5,39,37,5,18,8,6,13,5,50,32,11,19,11,8,13,6,5,19,59,51
8477,19,19,14,9,17,5,54,45,9,6,17,15,19,16,52,67,18,16,14,7,17,17,50,55,7,5,17,17,5,12,17,5,66,56
8478,12,17,10,11,6,11,54,38,6,14,12,16,11,7,51,46,19,18,8,17,17,9,62,51,19,9,6,18,12,8,10,5,65,53
8479,18,14,15,11,19,17,67,62,16,14,11,6,9,16,54,42,6,14,14,15,9,8,55,46,19,17,6,18,12,6,12,16,66,64
8480,13,12,9,7,17,10,41,43,9,14,5,15,7,17,51,44,15,10,10,9,16,17,41,52,7,14,17,12,7,11,12,5,66,47
8481,10,8,16,13,6,15,41,50,10,16,11,6,14,12,44,43,8,14,10,10,19,19,45,58,13,7,7,16,11,19,13,11,45,70
8482,15,6,13,17,9,18,39,57,11,6,13,14,10,19,50,56,18,18,12,19,5,8,54,44,7,6,19,6,13,16,6,12,65,53
8483,7,19,12,5,6,10,55,33,14,18,13,13,14,10,57,50,18,13,6,15,11,19,60,51,15,16,16,10,12,19,9,16,72,66
8484,7,14,15,15,18,5,44,53,10,17,6,9,17,13,52,45,18,7,14,19,6,16,48,55,13,19,15,11,17,19,19,12,72,78
8485,5,14,16,9,13,11,49,49,15,6,6,10,16,5,31,37,5,9,13,19,5,9,44,46,15,17,7,13,8,19,13,16,49,69
8486,13,15,17,10,6,6,46,39,11,11,6,19,15,9,53,49,18,10,5,12,6,10,46,33,7,18,10,12,18,7,9,7,66,53
8487,12,7,18,6,19,12,54,55,16,8,15,10,18,19,48,62,12,9,7,5,7,5,56,24,19,16,8,10,14,13,7,12,67,56
8488,9,6,13,17,8,7,41,45,10,6,8,6,6,19,40,39,15,6,18,5,6,7,47,36,16,11,19,18,17,11,13,17,70,76
8489,19,18,10,11,18,6,57,45,11,9,8,12,5,9,52,34,13,5,16,10,8,15,38,49,9,10,13,9,17,8,6,15,64,55
8490,19,9,13,6,8,10,49,37,12,17,6,11,18,17,54,52,6,8,16,9,16,19,35,60,9,9,14,7,7,7,6,7,57,34
8491,15,15,17,11,8,6,59,42,14,15,17,9,5,12,56,43,12,14,18,6,9,16,55,49,15,16,13,15,7,18,15,5,71,60
8492,10,19,19,5,7,9,47,40,9,11,5,11,10,16,38,42,8,7,12,18,11,9,33,50,9,7,14,15,5,5,14,6,48,45
8493,6,13,11,15,14,19,48,59,13,6,10,18,17,15,35,60,10,10,16,13,5,19,49,53,16,16,12,13,14,11,17,9,60,64
8494,7,18,6,11,17,11,55,45,12,15,15,6,14,10,39,45,5,17,16,5,5,18,52,44,18,11,17,18,5,9,14,16,58,62
8495,19,12,16,5,12,18,48,51,12,19,8,10,12,18,59,48,9,14,14,12,13,6,40,45,5,16,5,6,19,18,12,7,54,62
8496,18,9,9,11,11,10,49,41,17,17,5,16,6,13,59,40,7,6,18,5,7,13,35,43,5,13,15,13,10,7,9,16,58,55
8497,12,11,13,6,9,16,56,44,17,12,11,7,11,8,54,37,13,17,9,7,12,6,63,34,16,6,14,15,9,17,16,6,61,63
8498,15,17,7,17,17,17,54,58,9,16,17,7,12,7,53,43,13,19,12,7,5,9,54,33,13,17,5,7,16,10,5,6,63,44
8499,19,13,18,15,14,6,54,53,16,6,17,6,5,7,57,35,16,16,14,7,5,8,54,34,6,19,6,6,13,10,14,18,66,61
8500,17,14,10,5,6,15,65,36,19,19,16,14,7,18,73,55,18,9,9,13,16,11,61,49,15,11,8,15,7,15,18,9,69,64
8501,7,13,16,16,8,10,50,50,15,15,6,16,19,10,44,51,7,7,11,14,17,8,44,50,15,18,18,16,6,13,6,12,65,53
8502,18,12,14,10,19,14,63,57,17,6,8,11,6,16,57,41,16,16,10,6,5,18,65,39,16,16,16,5,9,5,5,7,82,31
8503,12,8,9,10,9,17,48,45,15,16,19,17,16,6,54,58,11,19,11,5,8,15,58,39,13,17,12,8,5,8,11,6,65,38
8504,8,14,7,13,19,17,40,56,6,7,11,17,12,15,39,55,18,10,10,9,5,7,46,31,12,17,9,14,17,8,18,18,64,75
8505,5,19,9,11,5,14,55,39,14,6,18,7,7,8,36,40,11,18,7,18,16,12,60,53,17,6,10,8,6,11,12,8,49,45
8506,18,11,19,10,10,14,56,53,12,15,10,16,10,17,57,53,12,16,5,13,6,10,55,34,15,9,13,18,16,11,5,5,67,55
8507,8,11,5,11,18,19,50,53,19,8,14,18,5,7,41,44,6,12,8,5,14,17,49,44,12,5,10,6,7,5,16,12,41,46
8508,13,6,19,11,6,19,43,55,6,17,18,19,14,14,47,65,11,7,15,15,5,5,42,40,18,5,8,10,17,18,12,6,55,63
8509,14,11,17,5,9,17,42,48,9,17,11,6,8,6,50,31,10,14,17,8,16,16,41,57,8,12,15,14,18,9,6,6,59,53
8510,15,7,12,9,14,8,45,43,14,11,17,8,11,8,58,44,18,13,19,12,15,12,54,58,9,16,14,13,18,6,19,11,72,67
8511,11,13,5,11,17,18,41,51,12,13,5,12,14,11,43,42,7,19,10,19,19,10,43,58,5,18,5,8,17,16,12,13,46,66
8512,14,9,14,7,5,12,56,38,19,11,7,15,7,12,62,41,18,18,8,12,12,7,69,39,14,14,19,11,15,18,15,19,79,78
8513,9,8,19,11,11,18,42,59,18,7,5,12,5,7,44,29,10,17,7,13,17,10,52,47,7,9,5,19,19,11,19,19,40,87
8514,13,19,14,19,8,17,50,58,6,5,8,18,18,15,35,59,11,8,9,18,10,7,37,44,12,19,14,6,12,10,10,8,69,46
8515,5,6,15,15,9,14,49,53,19,10,13,15,15,8,52,51,18,17,14,13,7,18,73,52,19,11,8,6,16,17,18,14,61,71
8516,7,5,16,17,12,10,25,55,8,15,5,15,15,6,37,41,7,18,14,7,14,10,38,45,5,17,5,10,6,9,16,12,41,53
8517,13,12,16,13,13,11,53,53,17,17,13,16,10,9,65,48,18,18,14,9,14,7,64,44,11,5,6,7,18,12,18,14,53,69
8518,16,13,9,10,6,18,63,43,18,5,10,8,5,8,51,31,12,13,8,10,9,18,59,45,16,14,18,9,8,14,13,12,76,56
8519,16,13,16,18,6,9,42,49,5,6,12,8,7,5,36,32,9,11,16,14,11,16,33,57,8,12,15,9,15,14,14,10,60,62
8520,5,18,17,10,9,15,55,51,15,6,12,15,15,17,38,59,12,6,14,19,12,18,50,63,17,18,9,14,18,12,17,15,61,76
8521,8,13,16,14,7,19,41,56,13,9,15,16,11,7,39,49,9,18,6,7,7,10,47,30,7,16,10,11,8,10,15,12,50,56
8522,12,10,16,17,10,9,52,52,16,11,19,16,9,7,44,51,5,6,18,13,6,7,41,44,14,9,9,15,13,14,7,19,49,68
8523,17,9,5,17,16,17,53,55,10,12,8,9,18,16,51,51,12,11,9,13,8,9,50,39,17,17,17,11,15,16,10,14,80,66
8524,6,9,9,15,18,7,30,49,9,16,15,7,5,14,40,41,9,11,17,13,7,7,35,44,6,17,16,9,7,11,17,6,54,50
8525,18,17,19,19,11,16,61,65,8,8,11,16,11,16,52,54,18,17,15,19,10,9,61,53,18,9,18,19,10,10,15,15,81,69
8526,19,7,18,14,19,17,46,68,5,19,7,8,7,9,54,31,11,9,12,18,7,12,40,49,15,6,13,8,11,19,6,13,64,57
8527,5,12,8,6,12,16,52,42,17,5,18,11,13,14,40,56,13,8,5,12,17,14,56,48,18,15,12,11,7,7,9,16,63,50
8528,15,9,11,19,12,17,51,59,10,9,5,17,5,19,48,46,14,17,14,9,6,10,58,39,17,18,7,7,7,13,10,6,71,43
8529,12,19,17,16,15,16,47,64,7,8,18,12,9,16,32,55,5,12,17,18,13,15,33,63,9,13,19,8,7,18,19,16,58,68
8530,12,9,12,9,10,12,53,43,17,10,5,17,14,17,50,53,11,18,11,8,6,7,61,32,15,14,17,11,7,17,12,13,69,60
8531,14,6,12,7,5,6,55,30,19,12,9,5,9,15,58,38,13,12,11,12,8,18,60,49,16,14,10,13,16,16,14,10,67,69
8532,16,7,19,19,6,16,40,60,12,12,10,15,15,11,49,51,9,15,13,16,6,12,41,47,5,8,12,17,5,9,14,15,50,60
8533,11,14,5,8,9,15,38,37,5,12,9,7,19,15,34,50,6,14,13,18,13,5,33,49,8,11,17,5,7,7,19,8,53,46
8534,17,17,11,15,11,7,63,44,12,13,5,16,5,19,58,45,16,5,6,15,14,9,50,44,17,7,6,15,14,10,6,10,63,55
8535,9,6,13,7,12,14,33,46,10,13,18,14,13,14,50,59,18,7,17,7,7,9,43,40,8,12,18,9,19,16,17,7,65,68
8536,19,15,15,19,14,14,49,62,9,6,10,16,9,13,52,48,18,6,9,9,17,13,39,48,6,17,9,12,12,8,14,17,69,63
8537,17,19,19,17,7,9,62,52,14,11,7,12,16,10,49,45,7,16,16,15,19,17,49,67,12,9,19,15,17,6,15,5,64,58
8538,17,18,14,11,9,7,60,41,9,18,8,13,14,5,62,40,18,8,15,9,7,8,51,39,16,13,5,5,15,16,12,10,69,58
8539,18,11,17,5,19,13,48,54,6,14,13,7,19,18,57,57,19,13,10,10,17,6,51,43,13,13,6,12,5,15,11,17,69,60
8540,8,8,8,5,12,18,32,43,6,6,14,16,7,12,39,49,19,14,11,12,13,17,49,53,10,18,6,10,6,14,16,13,61,59
8541,5,17,11,17,13,18,51,59,11,15,6,5,12,15,43,38,12,12,11,7,18,9,53,45,18,10,8,8,6,10,19,10,53,53
8542,17,9,9,18,9,9,52,45,10,14,6,11,12,13,52,42,11,16,6,12,13,14,53,45,16,10,9,19,5,18,6,7,63,55
8543,14,16,15,13,18,5,48,51,5,18,8,17,12,17,51,54,14,17,16,12,8,10,49,46,13,18,12,18,13,11,14,8,71,64
8544,15,12,11,16,14,15,61,56,19,14,10,12,13,5,60,40,12,16,12,9,6,15,62,42,15,11,12,13,17,12,7,11,65,60
8545,11,9,19,10,15,18,41,62,7,6,11,5,18,19,35,53,11,10,11,16,6,19,42,52,14,10,13,16,16,10,15,19,59,76
8546,12,12,12,12,10,9,45,43,7,9,19,11,17,9,46,56,18,14,11,15,15,6,53,47,14,11,18,18,7,19,7,17,73,68
8547,12,11,19,17,5,6,41,47,6,16,13,17,14,6,46,50,12,18,17,16,14,6,48,53,12,10,11,13,6,5,11,9,57,44
8548,11,14,15,7,14,19,48,55,16,7,15,10,15,13,53,53,19,17,15,8,11,14,59,48,7,7,15,14,8,9,6,15,59,52
8549,7,12,10,9,8,16,51,43,16,13,8,15,7,14,54,44,18,10,10,19,6,6,60,41,16,14,14,8,8,14,8,17,69,55
8550,17,17,7,14,5,8,52,34,12,15,14,8,8,19,58,49,14,11,12,15,10,17,43,54,6,12,8,18,15,16,13,8,57,70
8551,8,7,6,7,18,15,36,46,14,16,15,13,19,8,57,55,19,14,9,7,13,5,54,34,7,12,11,19,11,9,7,13,57,59
8552,8,10,17,16,16,10,31,59,7,15,14,6,14,17,40,51,10,13,9,6,15,14,36,44,6,14,12,17,9,12,11,5,50,54
8553,19,10,19,5,12,13,50,49,5,9,10,15,19,16,42,60,9,19,18,18,18,13,49,67,16,19,5,14,15,9,6,8,68,52
8554,17,19,17,8,17,13,58,55,6,15,6,14,11,18,44,49,6,15,14,5,7,16,43,42,16,16,7,8,13,18,10,17,62,66
8555,10,19,18,7,17,10,48,52,6,17,13,14,9,15,46,51,13,18,11,8,11,14,50,44,13,15,13,15,18,6,18,19,64,76
8556,9,19,6,12,18,8,39,44,6,17,12,15,9,11,49,47,17,7,15,8,6,14,35,43,5,19,9,8,5,6,14,13,59,46
8557,15,16,16,14,9,15,55,54,17,7,7,6,16,9,46,38,7,17,12,12,17,10,48,51,7,13,17,11,16,11,19,5,59,62
8558,5,7,5,5,11,7,39,28,19,11,17,5,19,9,49,50,14,17,13,13,12,8,58,46,8,11,13,10,19,11,8,15,51,63
8559,8,9,9,5,5,16,52,35,19,13,12,9,5,7,53,33,13,15,9,5,14,14,63,42,16,19,10,9,10,17,17,10,66,63
8560,7,17,9,12,6,18,42,45,13,8,5,16,17,13,36,51,8,13,15,16,5,8,39,44,5,13,9,8,5,17,17,7,42,54
8561,8,7,18,13,6,5,43,42,13,5,12,14,17,14,44,57,18,19,13,8,12,11,65,44,15,9,11,13,9,19,14,13,61,68
8562,18,18,8,10,15,12,56,45,11,5,7,8,6,11,52,32,18,8,8,19,19,6,46,52,9,10,19,6,12,16,12,6,74,52
8563,5,5,10,11,12,13,30,46,11,10,15,11,15,14,42,55,16,12,8,18,16,7,48,49,9,7,10,9,15,14,8,7,47,53
8564,17,11,11,15,12,16,56,54,13,15,10,17,12,16,56,55,11,14,9,14,19,10,53,52,15,19,11,11,7,19,15,12,73,64
8565,8,17,5,6,16,6,46,33,13,7,14,19,6,16,42,55,14,9,6,13,8,6,44,33,8,10,14,18,13,16,12,12,54,71
8566,17,5,11,18,10,17,37,56,8,9,19,12,17,18,43,66,9,17,14,18,8,18,41,58,7,15,10,12,8,17,18,13,58,68
8567,17,7,19,13,17,7,48,56,15,6,16,17,15,19,47,67,9,11,14,16,6,10,44,46,9,8,5,16,19,11,13,14,48,73
8568,13,13,17,15,11,13,55,56,18,11,18,14,11,19,54,62,12,5,12,10,8,16,46,46,11,12,12,7,11,9,6,15,60,48
8569,17,19,13,13,12,17,49,55,6,8,18,19,18,17,45,72,14,8,19,7,15,16,35,57,7,7,10,5,6,17,13,9,55,50
8570,13,8,15,12,18,5,57,50,19,9,6,8,13,13,51,40,10,5,13,5,6,18,51,42,17,8,14,11,17,14,16,16,62,74
8571,17,18,12,16,11,13,67,52,18,19,12,8,10,5,69,35,15,15,13,15,10,19,62,57,14,18,8,11,12,13,11,8,72,55
8572,11,8,5,8,9,9,47,31,19,9,7,15,17,12,48,51,9,6,19,10,9,19,43,57,9,7,10,11,5,10,8,8,46,42
8573,13,18,10,11,10,9,62,40,12,9,16,18,15,14,43,63,9,6,9,8,6,11,46,34,19,8,6,14,11,15,12,6,55,58
8574,7,6,11,19,8,12,33,50,15,8,15,19,19,10,36,63,6,14,5,9,17,15,40,46,5,13,6,7,11,11,15,8,37,52
8575,6,6,7,15,13,14,33,49,6,18,13,15,11,14,39,53,9,7,9,6,10,13,37,38,15,18,13,10,5,11,11,9,61,46
8576,19,15,18,17,6,19,57,60,14,11,11,10,15,13,55,49,11,9,14,9,14,19,43,56,9,16,6,9,17,13,15,11,61,65
8577,16,19,17,10,19,18,51,64,10,8,5,6,12,8,44,31,10,11,13,8,12,18,37,51,6,18,13,15,7,6,9,16,63,53
8578,13,11,11,12,13,7,49,43,19,18,7,7,12,12,69,38,19,9,16,18,13,11,53,58,6,19,5,18,12,19,9,10,62,68
8579,10,6,5,6,15,8,42,34,14,14,7,5,13,8,44,33,6,13,6,18,17,15,45,56,12,9,15,18,13,12,10,19,52,72
8580,9,8,6,11,14,12,48,43,15,8,7,11,12,12,49,42,17,5,16,9,9,16,53,50,16,14,7,5,17,14,16,16,63,68
8581,17,19,6,9,13,16,53,44,7,16,17,15,7,9,53,48,13,14,19,18,15,18,44,70,10,16,12,19,16,17,10,11,68,73
8582,5,16,10,15,16,5,40,46,9,18,9,19,15,19,44,62,12,15,11,13,13,13,46,50,10,18,8,12,5,12,6,8,53,43
8583,6,19,19,13,14,9,45,55,5,17,18,11,14,13,40,56,12,9,15,10,7,16,41,48,15,10,9,19,15,6,15,9,52,64
8584,13,18,12,13,8,17,53,50,9,12,19,12,16,18,40,65,6,18,11,14,7,13,46,45,13,16,8,12,13,11,8,7,56,51
8585,9,12,17,5,14,6,38,42,12,12,11,6,7,19,40,43,7,13,18,13,5,12,37,48,5,18,11,8,11,9,17,6,50,51
8586,11,11,6,15,18,12,54,51,15,9,14,7,11,8,53,40,18,10,8,9,9,15,60,41,17,11,13,16,16,12,13,15,70,72
8587,18,6,5,11,17,14,50,47,16,19,16,10,11,5,61,42,8,5,11,18,14,16,39,59,10,7,15,14,6,17,11,14,58,62
8588,15,17,6,7,5,13,54,31,10,7,8,16,10,13,50,47,18,19,9,6,7,9,59,31,12,9,5,19,14,15,14,13,59,75
8589,15,6,10,12,8,8,50,38,16,16,16,19,18,7,52,60,5,6,17,15,9,5,40,46,13,8,8,19,12,11,7,9,49,58
8590,8,15,18,12,11,18,47,59,16,14,10,17,12,5,53,44,15,7,15,19,14,11,46,59,8,18,7,19,19,5,18,15,56,76
8591,10,6,17,17,8,5,48,47,18,9,6,8,10,19,47,43,10,18,7,13,16,13,60,49,14,14,14,18,7,17,5,6,62,53
8592,8,18,11,8,12,17,57,48,16,9,17,7,8,13,45,45,12,13,13,18,14,6,56,51,15,17,10,11,14,18,10,7,62,60
8593,17,9,8,7,6,18,36,39,5,15,9,19,5,7,45,40,8,11,9,13,10,13,29,45,5,16,7,16,13,11,16,8,53,64
8594,13,10,9,16,13,13,36,51,8,12,14,8,18,8,44,48,11,9,10,13,10,19,33,52,5,18,8,10,6,18,6,19,55,59
8595,11,18,12,17,19,14,50,62,7,8,9,7,11,13,32,40,6,8,18,5,7,17,35,47,14,7,15,9,19,16,12,7,53,63
8596,8,18,15,19,18,8,60,60,18,5,19,7,18,12,38,56,7,19,13,19,10,8,60,50,16,6,18,14,5,12,11,18,55,60
8597,12,15,15,8,11,11,49,45,17,14,14,8,18,18,61,58,18,12,18,11,13,6,52,48,5,6,7,10,18,10,18,5,48,61
8598,19,6,5,8,11,16,47,40,8,5,15,5,6,6,48,32,16,12,11,13,10,15,50,49,14,5,6,19,18,11,11,7,60,66
8599,10,15,15,15,6,12,37,48,7,12,16,7,14,5,39,42,10,17,13,17,10,11,39,51,5,16,15,16,17,18,11,15,56,77
8600,6,8,14,18,17,18,42,67,11,9,7,17,19,16,45,59,19,16,16,16,5,7,63,44,17,13,19,9,10,11,10,6,74,46
8601,17,11,14,12,11,14,53,51,12,5,8,14,18,15,46,55,12,5,14,6,14,6,42,40,13,18,18,19,10,13,7,19,78,68
8602,19,5,16,14,19,8,49,57,10,9,14,6,12,10,44,42,6,14,15,15,10,8,45,48,15,15,18,19,8,17,16,8,73,68
8603,6,15,5,15,8,17,56,45,18,17,17,16,6,13,54,52,13,12,7,9,18,12,60,46,17,19,7,16,8,8,19,10,62,61
8604,6,12,6,17,7,11,35,41,9,19,11,16,19,14,53,60,19,6,5,11,12,7,42,35,8,19,7,11,10,18,18,11,59,68
8605,12,12,5,5,16,11,48,37,15,13,11,8,9,19,58,47,18,15,18,7,17,8,57,50,9,5,10,16,18,15,9,18,54,76
8606,9,10,19,9,5,15,32,48,5,5,11,12,18,7,32,48,13,16,8,6,8,19,42,41,8,6,6,12,9,13,18,9,42,61
8607,11,18,5,19,5,13,56,42,10,14,5,18,8,18,51,49,16,17,18,5,18,12,60,53,17,17,11,7,17,12,7,18,72,61
8608,18,9,16,15,19,9,38,59,6,6,19,18,15,10,49,62,19,6,18,7,5,13,36,43,5,6,13,13,12,8,9,19,61,61
8609,12,12,15,15,18,9,48,57,9,9,15,15,7,11,35,48,5,14,13,12,9,5,43,39,15,8,5,10,18,10,7,7,45,52
8610,19,18,14,8,13,14,68,49,19,18,9,18,8,14,69,49,13,13,14,8,5,7,57,34,12,13,11,8,14,10,5,7,68,44
8611,6,12,18,5,5,9,49,37,17,17,8,16,18,8,51,50,11,8,6,10,17,18,50,51,14,5,19,19,9,15,14,17,55,74
8612,9,13,12,7,8,12,50,39,15,5,18,12,18,6,34,54,5,12,19,11,14,9,45,53,13,5,12,17,7,6,12,8,44,50
8613,8,16,16,8,19,6,51,49,8,10,16,10,14,7,38,47,12,16,15,18,11,12,55,56,19,17,9,17,14,7,14,12,65,64
8614,14,19,16,12,9,6,57,43,19,16,5,15,12,15,58,47,9,5,16,6,10,7,38,39,5,17,13,12,12,14,12,9,58,59
8615,5,7,5,7,16,13,31,41,10,5,10,16,5,13,26,44,6,17,5,13,13,5,42,36,9,17,14,8,10,12,8,12,51,50
8616,7,15,9,16,9,16,49,50,17,19,13,12,11,19,60,55,17,9,15,11,6,12,53,44,10,16,14,8,15,15,18,17,64,73
8617,12,8,18,11,17,8,41,54,8,7,15,11,13,5,33,44,6,15,17,9,17,8,42,51,13,8,13,6,18,15,12,10,52,61
8618,13,11,6,8,14,15,55,43,19,16,18,9,8,9,58,44,10,9,16,9,13,8,50,46,12,18,6,13,18,15,14,8,59,68
8619,17,16,17,16,16,17,69,66,17,15,12,9,8,8,63,37,14,17,6,8,17,10,67,41,19,16,14,14,13,16,15,9,80,67
8620,17,12,7,6,12,10,42,35,5,10,14,7,12,19,37,52,5,5,12,6,15,15,23,48,8,19,11,11,13,15,18,10,60,67
8621,15,16,15,11,7,15,53,48,17,16,7,8,15,10,63,40,15,16,5,8,18,9,53,40,5,7,19,19,9,7,8,13,61,56
8622,15,18,11,19,10,13,59,53,14,16,7,10,19,7,53,43,8,17,14,8,9,18,51,49,12,10,6,18,11,16,13,11,51,69
8623,15,15,5,7,6,17,55,35,16,12,15,19,9,14,61,57,18,16,19,15,18,15,59,67,9,14,17,7,12,11,7,17,73,54
8624,17,9,8,13,7,16,52,44,12,10,15,8,11,19,56,53,17,13,17,12,6,5,56,40,14,12,17,12,10,13,12,10,77,57
8625,7,8,7,11,7,9,39,34,11,15,9,12,12,13,49,46,16,19,18,19,17,12,59,66,13,6,14,5,5,13,19,16,56,58
8626,5,5,8,5,11,17,44,41,18,6,15,5,16,9,41,45,12,19,15,17,6,11,65,49,16,10,16,13,9,16,16,12,59,66
8627,11,18,8,5,13,17,56,43,14,6,14,13,16,7,39,50,8,14,8,17,18,6,49,49,13,18,9,17,18,16,11,7,59,69
8628,18,16,7,13,13,13,70,46,17,9,5,13,13,14,50,45,6,19,7,6,10,12,61,35,19,5,9,5,9,15,5,16,57,50
8629,17,19,14,10,12,11,56,47,6,15,12,15,11,7,55,45,17,5,16,14,10,8,42,48,14,15,10,17,14,15,15,19,73,80
8630,18,12,12,18,12,15,53,57,12,11,6,11,15,14,60,46,19,9,7,18,8,16,51,49,11,7,5,15,17,12,12,14,60,70
